Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Toyota,RAV4,2.2,Petrol,1986,122853,2874
VW,Golf,2.0,Petrol,2001,194473,2834
Ford,Fiesta,1.4,Petrol,1985,270929,334
Toyota,Yaris,1.2,Hybrid,2021,16105,34914
Ford,Mondeo,1.4,Diesel,1997,178407,2585
VW,Passat,1.4,Diesel,2020,7810,42286
Toyota,Yaris,1.4,Hybrid,2000,155334,3531
VW,Passat,2.0,Diesel,1998,246655,1898
Ford,Fiesta,1.0,Petrol,2013,60843,10313
Toyota,Prius,1.4,Hybrid,2013,68093,21018
Toyota,Prius,1.8,Hybrid,2021,12850,56567
Toyota,Yaris,1.2,Hybrid,2005,74043,8438
Ford,Fiesta,1.2,Petrol,1998,196485,1449
VW,Polo,2.0,Petrol,2011,92591,10548
VW,Polo,1.6,Petrol,2003,156793,3364
VW,Passat,1.4,Diesel,2001,85660,7391
Ford,Fiesta,1.2,Petrol,1996,130943,2194
VW,Golf,1.8,Diesel,2005,111342,7282
Ford,Focus,1.6,Petrol,2012,90101,14503
VW,Polo,2.0,Petrol,2013,69931,14100
BMW,Z4,3.0,Petrol,2006,57003,18374
Ford,Focus,2.0,Petrol,2006,132620,7894
Ford,Focus,1.8,Petrol,1998,138634,4188
Ford,Fiesta,1.2,Petrol,2018,25148,19572
Ford,Fiesta,1.4,Petrol,2020,18376,25079
Ford,Focus,1.6,Petrol,2003,135441,5653
Ford,Focus,1.8,Diesel,2008,143025,8269
Ford,Mondeo,1.6,Diesel,2002,135748,5489
Ford,Focus,1.6,Petrol,2016,31974,27583
Toyota,Yaris,1.4,Petrol,2013,66454,13620
BMW,X3,2.0,Diesel,2008,85644,15595
Toyota,Prius,1.0,Hybrid,2016,65417,22084
BMW,Z4,2.2,Petrol,2012,79330,20239
BMW,M5,4.4,Petrol,2008,129383,27313
Ford,Fiesta,1.2,Petrol,1996,86138,3065
Ford,Fiesta,1.0,Diesel,2002,130364,3151
Ford,Fiesta,1.4,Petrol,2006,103839,5677
VW,Polo,2.0,Petrol,2000,138363,3578
Toyota,Yaris,1.2,Petrol,2016,61680,15891
Toyota,RAV4,2.4,Hybrid,2008,124622,15404
BMW,Z4,3.0,Petrol,2003,112730,10189
VW,Passat,1.4,Petrol,2018,40233,29397
BMW,Z4,2.4,Petrol,1998,94809,7453
Toyota,Prius,1.8,Hybrid,1999,144045,5340
VW,Golf,1.8,Petrol,1998,92355,5000
Porsche,Cayenne,2.6,Petrol,1991,286750,1341
BMW,X3,3.0,Diesel,2006,132694,11758
Ford,Fiesta,1.0,Petrol,2008,113866,5086
Ford,Mondeo,1.4,Diesel,2001,60329,8299
Toyota,Yaris,1.0,Petrol,1997,142114,2268
Ford,Focus,1.0,Petrol,2017,32432,23247
VW,Golf,1.8,Petrol,1994,126933,2955
VW,Golf,1.2,Petrol,2021,15705,30670
Ford,Mondeo,1.6,Diesel,2002,126727,5893
Ford,Fiesta,1.4,Petrol,2019,19006,23381
Ford,Fiesta,1.4,Petrol,1992,160929,1423
Ford,Fiesta,1.2,Petrol,1998,177877,1703
Porsche,718 Cayman,2.0,Petrol,1996,202312,3011
Ford,Focus,1.4,Petrol,2004,168909,4295
BMW,X3,3.0,Petrol,1992,268793,1337
Ford,Focus,1.6,Diesel,1997,195262,2410
Ford,Focus,1.6,Diesel,2003,172449,4377
VW,Golf,1.2,Petrol,1994,246866,859
Toyota,Yaris,1.0,Petrol,2007,108082,5754
VW,Polo,1.2,Petrol,1986,313020,227
VW,Passat,1.6,Diesel,2007,83245,11988
VW,Golf,2.0,Petrol,2008,99268,9765
Ford,Fiesta,1.4,Hybrid,1997,179546,2036
VW,Polo,1.2,Petrol,2018,40674,18353
Ford,Focus,1.8,Petrol,2007,73147,12397
Ford,Mondeo,2.0,Diesel,2003,113354,7805
Ford,Mondeo,1.8,Diesel,1989,335316,404
Ford,Focus,1.8,Petrol,1993,211838,1610
Toyota,Yaris,1.0,Hybrid,2005,91632,6815
Toyota,Yaris,1.0,Hybrid,2010,116441,7919
BMW,Z4,2.4,Petrol,1992,216536,1841
Ford,Focus,1.8,Diesel,2006,66566,12725
Porsche,911,2.6,Petrol,2014,41994,68276
Toyota,Yaris,1.4,Petrol,1990,196131,1067
VW,Passat,2.0,Diesel,1992,182348,2261
Toyota,Prius,1.4,Hybrid,1995,217841,1916
Ford,Fiesta,1.2,Petrol,1991,80081,2291
VW,Passat,2.0,Petrol,1993,176553,2419
Ford,Mondeo,1.8,Diesel,2018,40567,33061
VW,Polo,1.0,Petrol,1995,107107,2308
Toyota,RAV4,1.8,Hybrid,1996,216488,2762
Toyota,Prius,1.0,Hybrid,1990,201197,1345
Toyota,RAV4,2.0,Hybrid,2017,7958,55078
VW,Passat,2.0,Diesel,2008,77364,14921
Ford,Fiesta,1.0,Petrol,2008,63027,7285
Toyota,Prius,1.0,Hybrid,2010,99877,11650
Ford,Focus,2.0,Diesel,2020,13794,46781
VW,Golf,1.4,Petrol,2011,74050,11917
Porsche,911,2.6,Petrol,2006,87072,29808
BMW,Z4,2.4,Petrol,2014,31952,32634
BMW,M5,4.0,Petrol,1997,194910,7245
Toyota,Prius,1.4,Hybrid,2000,157185,4520
VW,Golf,2.0,Petrol,2016,19684,27763
Ford,Mondeo,1.6,Diesel,2011,34590,20252
BMW,M5,4.0,Petrol,2009,99478,34922
VW,Polo,2.0,Petrol,2000,188733,2348
VW,Polo,1.6,Diesel,2011,60097,12362
Porsche,718 Cayman,2.4,Petrol,1999,147966,6399
BMW,Z4,2.4,Petrol,2015,76339,26354
VW,Golf,1.6,Petrol,2014,36550,19741
Toyota,RAV4,2.2,Petrol,1987,243277,1095
Ford,Fiesta,1.4,Petrol,2016,33678,17618
Ford,Fiesta,1.4,Petrol,2005,97026,5582
Toyota,Prius,1.8,Hybrid,2015,22715,35936
Toyota,Prius,1.8,Hybrid,2017,31130,39148
VW,Passat,2.0,Diesel,2016,45232,31325
VW,Golf,1.6,Hybrid,2005,170151,4896
VW,Polo,2.0,Petrol,2021,7068,34923
Ford,Fiesta,1.2,Petrol,1987,213940,596
VW,Polo,1.4,Petrol,2000,141358,2922
Toyota,Prius,1.4,Hybrid,1994,207296,1969
BMW,M5,5.0,Petrol,1995,160502,9513
Ford,Fiesta,1.0,Petrol,1993,235339,669
VW,Passat,1.8,Diesel,1997,215821,2230
BMW,M5,4.4,Petrol,1991,315758,1666
Toyota,Yaris,1.4,Hybrid,1992,171516,1809
Toyota,RAV4,2.4,Petrol,2004,101670,11695
VW,Polo,2.0,Petrol,2015,50121,18309
VW,Golf,2.0,Petrol,1989,143365,1959
Ford,Mondeo,1.6,Diesel,2012,46390,20168
BMW,Z4,3.0,Petrol,2009,59191,22130
Porsche,Cayenne,3.0,Diesel,2009,104571,24290
BMW,M5,4.0,Petrol,1999,116305,15814
BMW,Z4,2.2,Petrol,1993,78765,5725
Toyota,RAV4,2.4,Hybrid,1997,154734,5812
Ford,Fiesta,1.4,Petrol,1997,115455,2855
Ford,Focus,2.0,Diesel,2004,145440,6547
Ford,Mondeo,1.4,Diesel,1993,144941,2617
VW,Passat,1.6,Diesel,1985,226587,857
Porsche,718 Cayman,4.0,Petrol,2021,13114,90218
Toyota,RAV4,1.8,Hybrid,1996,179763,3814
VW,Polo,1.0,Petrol,1993,168996,1233
Ford,Focus,1.0,Hybrid,2019,26722,32937
VW,Passat,1.6,Diesel,1991,176864,1983
Toyota,Prius,1.4,Hybrid,1987,220658,1095
VW,Golf,1.4,Hybrid,2017,33071,27623
Toyota,RAV4,1.8,Hybrid,2017,46763,41920
BMW,M5,5.0,Petrol,2021,12719,150713
BMW,M5,4.0,Petrol,1996,197304,6637
VW,Golf,1.4,Petrol,2015,37278,19654
VW,Golf,1.2,Petrol,2015,33674,18586
VW,Golf,1.4,Hybrid,2013,66220,17219
BMW,M5,4.4,Petrol,1987,259794,2168
Toyota,Yaris,1.0,Petrol,1993,184346,1220
Ford,Focus,2.0,Diesel,2001,189175,3710
Toyota,Prius,1.8,Hybrid,2002,160342,5705
Toyota,Prius,1.8,Hybrid,2014,63483,26261
Toyota,RAV4,1.8,Hybrid,1995,150265,4570
Ford,Fiesta,1.4,Petrol,1984,192700,636
BMW,X3,3.0,Diesel,1997,121246,7056
VW,Polo,2.0,Petrol,1999,105355,4318
VW,Polo,1.6,Petrol,2007,77115,8053
Toyota,RAV4,2.0,Hybrid,2009,7000,32472
VW,Polo,1.6,Petrol,2003,94237,5469
VW,Polo,1.0,Petrol,2009,71890,7537
Ford,Fiesta,1.0,Petrol,2000,106318,3157
Ford,Fiesta,1.2,Petrol,1989,212818,688
VW,Polo,1.6,Petrol,2017,27800,21375
Ford,Mondeo,2.0,Diesel,1986,264224,685
Ford,Fiesta,1.2,Petrol,2009,51110,9206
VW,Passat,1.8,Diesel,1999,171009,3768
Toyota,Yaris,1.2,Hybrid,1992,74684,3531
Ford,Focus,2.0,Petrol,1990,113960,3139
Toyota,RAV4,2.4,Hybrid,1993,112600,6213
Ford,Fiesta,1.0,Petrol,1991,246591,528
VW,Golf,1.4,Diesel,2022,6890,38954
BMW,M5,5.0,Petrol,2001,154162,14957
BMW,Z4,2.2,Petrol,2019,16153,47637
VW,Golf,2.0,Petrol,2018,15604,32435
BMW,M5,4.4,Petrol,2014,53582,69898
Toyota,Prius,1.4,Hybrid,2015,22783,31680
Ford,Fiesta,1.2,Petrol,2012,43863,11758
Ford,Focus,1.4,Petrol,2007,120205,7778
VW,Passat,1.8,Diesel,1987,299855,525
VW,Polo,1.6,Petrol,1997,140230,2581
Ford,Fiesta,1.4,Petrol,2020,17744,25165
VW,Passat,1.6,Diesel,1990,191376,1636
BMW,X3,3.0,Diesel,1987,247509,1226
Toyota,Prius,1.8,Hybrid,1999,103193,7326
VW,Passat,1.8,Diesel,1999,183471,3388
Ford,Fiesta,1.2,Petrol,2017,20571,18782
VW,Passat,1.6,Diesel,1994,78039,5223
Toyota,Yaris,1.0,Petrol,1990,199354,876
Toyota,Yaris,1.4,Petrol,1992,298836,474
VW,Polo,1.4,Petrol,2014,60039,13457
Toyota,Yaris,1.0,Petrol,2006,41129,8470
Toyota,Prius,1.0,Hybrid,1997,179758,2585
VW,Golf,1.2,Diesel,1991,228972,869
VW,Polo,1.2,Diesel,1993,160499,1523
BMW,M5,4.4,Petrol,1988,82009,10228
VW,Golf,2.0,Petrol,2001,235402,1964
VW,Polo,1.2,Petrol,2004,133169,3771
Ford,Fiesta,1.0,Hybrid,2009,107610,6838
VW,Passat,2.0,Diesel,2007,91502,12644
Ford,Focus,1.6,Diesel,2013,60153,19950
BMW,Z4,2.2,Petrol,1988,315308,537
Porsche,911,3.5,Petrol,2012,87994,51260
VW,Passat,1.8,Diesel,2019,24652,40953
BMW,X3,2.4,Petrol,1991,239728,1465
VW,Passat,2.0,Petrol,2013,71681,20611
Ford,Mondeo,2.0,Diesel,1989,182306,1753
Ford,Fiesta,1.4,Petrol,1992,144298,1631
Toyota,Prius,1.8,Hybrid,2018,45503,38419
Toyota,Yaris,1.2,Hybrid,2014,42049,18874
Toyota,RAV4,2.2,Hybrid,1992,200583,2695
Ford,Focus,1.4,Diesel,1996,227651,1579
Ford,Mondeo,1.8,Diesel,1989,133502,2491
Ford,Fiesta,1.4,Petrol,1999,111931,3351
VW,Golf,1.2,Diesel,2006,111788,6334
Toyota,RAV4,2.4,Hybrid,1996,125217,6889
BMW,M5,5.0,Petrol,1993,192171,6354
Ford,Focus,2.0,Diesel,1994,199838,2119
Toyota,Yaris,1.0,Hybrid,1996,175300,1933
Ford,Fiesta,1.0,Petrol,1988,265110,364
Toyota,Prius,1.8,Hybrid,2010,99538,15668
Ford,Mondeo,1.6,Diesel,1996,141993,3500
Ford,Focus,1.4,Petrol,2005,72974,9580
Porsche,718 Cayman,4.0,Petrol,2019,24023,74388
Ford,Focus,1.4,Petrol,1987,221391,873
Toyota,Yaris,1.4,Hybrid,2019,17678,32723
VW,Golf,2.0,Petrol,2016,47465,23612
VW,Passat,2.0,Petrol,2016,46868,29536
Ford,Mondeo,1.4,Hybrid,1997,247710,1591
VW,Polo,1.2,Petrol,2022,7043,28920
Toyota,RAV4,2.4,Hybrid,1992,272891,1454
Porsche,Cayenne,2.6,Diesel,1998,171381,6376
Ford,Mondeo,2.0,Diesel,2000,116505,6239
Toyota,Yaris,1.4,Petrol,2005,187624,3124
BMW,Z4,2.0,Petrol,2005,132523,8157
BMW,M5,4.4,Petrol,2002,79134,26534
VW,Polo,1.0,Petrol,1995,119972,2094
Ford,Focus,1.8,Petrol,2002,120364,6311
Toyota,Prius,1.0,Hybrid,2015,69315,20133
Toyota,Yaris,1.4,Petrol,1999,175611,2322
Toyota,RAV4,2.2,Hybrid,2000,102761,10209
VW,Golf,1.6,Petrol,2003,122186,5268
Ford,Mondeo,1.8,Diesel,1986,18500,4443
VW,Polo,1.4,Petrol,2015,58215,14554
VW,Passat,1.4,Diesel,1998,217053,2079
Toyota,Yaris,1.0,Petrol,2019,23465,22323
Ford,Mondeo,1.6,Diesel,1990,192716,1531
Toyota,RAV4,1.8,Hybrid,2020,17826,60556
VW,Golf,2.0,Diesel,2003,65295,9302
Porsche,Cayenne,2.6,Diesel,2007,116068,18153
VW,Passat,2.0,Petrol,2005,142054,7171
Ford,Mondeo,1.8,Diesel,2004,84667,9756
Toyota,Prius,1.8,Hybrid,2003,105294,9418
Toyota,Yaris,1.0,Hybrid,1998,67684,5040
Ford,Fiesta,1.2,Petrol,1990,185897,932
BMW,Z4,2.4,Petrol,1997,119310,5810
Toyota,Prius,1.8,Hybrid,1991,195266,2033
Toyota,Yaris,1.2,Hybrid,1996,139422,2850
Toyota,RAV4,1.8,Petrol,2013,74100,22422
Ford,Fiesta,1.4,Petrol,2009,74709,8525
Ford,Fiesta,1.0,Petrol,2015,20987,14971
Ford,Focus,1.0,Petrol,1998,218540,1577
Porsche,Cayenne,4.0,Diesel,2000,160869,9871
BMW,Z4,2.2,Petrol,2016,40486,33949
Toyota,Prius,1.4,Hybrid,1995,96634,5192
VW,Polo,2.0,Petrol,2020,8107,32495
VW,Golf,1.2,Hybrid,1995,108051,3576
VW,Polo,2.0,Petrol,2006,122864,6030
BMW,Z4,2.4,Petrol,1991,205086,1907
VW,Golf,1.4,Petrol,2012,95122,10993
Toyota,Prius,1.8,Hybrid,1997,155765,4246
Ford,Mondeo,1.8,Diesel,2016,41031,28854
VW,Polo,1.4,Petrol,1997,195649,1514
Porsche,911,3.5,Petrol,2008,56241,48609
VW,Golf,1.2,Petrol,2007,53919,9641
VW,Golf,1.6,Petrol,2001,109780,5067
Toyota,Yaris,1.2,Petrol,2018,14954,23969
VW,Passat,2.0,Petrol,1987,233537,979
BMW,M5,4.4,Petrol,2004,162819,15950
Toyota,RAV4,2.2,Hybrid,2009,51480,26403
BMW,X3,2.4,Petrol,1994,156661,3707
Toyota,Yaris,1.0,Hybrid,2001,127823,3980
Toyota,RAV4,1.8,Petrol,2002,131649,7053
Toyota,RAV4,2.0,Hybrid,1994,185835,3339
BMW,M5,4.4,Petrol,1994,177665,7222
VW,Golf,2.0,Petrol,1989,195899,1257
Toyota,RAV4,1.8,Hybrid,1999,191940,4193
VW,Polo,1.6,Petrol,2014,61632,14238
VW,Passat,1.8,Petrol,1996,196683,2354
VW,Golf,1.8,Petrol,2008,77914,10776
VW,Golf,1.4,Diesel,2003,78281,7132
Toyota,Yaris,1.2,Hybrid,2017,32292,24423
VW,Passat,1.8,Diesel,1997,206671,2420
Toyota,RAV4,1.8,Hybrid,2001,157595,6418
Toyota,Yaris,1.4,Petrol,2008,35329,11852
Toyota,Yaris,1.2,Petrol,1997,202483,1489
Toyota,Yaris,1.4,Petrol,2014,57448,15437
Toyota,Yaris,1.4,Petrol,2011,107644,8918
VW,Polo,1.4,Petrol,2008,56141,9249
BMW,X3,2.0,Petrol,1989,141369,2747
Ford,Mondeo,2.0,Diesel,2019,20619,41787
Ford,Fiesta,1.4,Diesel,2004,192096,2549
VW,Polo,2.0,Petrol,2015,49310,18402
Ford,Fiesta,1.4,Petrol,1997,137067,2413
Porsche,718 Cayman,4.0,Petrol,1993,188717,3928
VW,Golf,1.4,Diesel,1993,15000,5399
Toyota,Prius,1.8,Hybrid,1997,98963,6614
VW,Passat,1.6,Diesel,2008,88103,12385
Ford,Mondeo,1.8,Diesel,2002,132465,5975
VW,Golf,1.2,Diesel,2016,57459,18035
Toyota,Prius,1.8,Hybrid,2014,63379,26279
Ford,Fiesta,1.0,Petrol,2005,105581,4431
VW,Golf,1.6,Petrol,1999,130705,3776
VW,Passat,1.6,Diesel,1998,36896,8872
Ford,Focus,2.0,Petrol,2018,25556,36553
Porsche,718 Cayman,2.4,Petrol,2013,61585,30771
Ford,Mondeo,1.8,Petrol,2010,71156,15206
Ford,Mondeo,1.4,Petrol,2014,74715,17094
Toyota,Yaris,1.0,Petrol,2022,7037,29785
VW,Golf,2.0,Diesel,1996,190725,2203
Ford,Fiesta,1.0,Petrol,1988,262287,374
Ford,Fiesta,1.4,Petrol,2007,24973,10163
VW,Passat,1.6,Petrol,1999,220812,2188
VW,Polo,1.6,Petrol,2006,108704,6007
VW,Passat,1.6,Petrol,1994,187452,2106
Ford,Fiesta,1.0,Petrol,2008,108980,5277
VW,Passat,1.4,Diesel,1995,184801,2262
BMW,Z4,2.4,Petrol,1991,213710,1766
Toyota,Prius,1.8,Hybrid,2017,32895,38750
VW,Polo,1.0,Petrol,1997,82747,3144
Toyota,Yaris,1.2,Hybrid,2001,78769,6257
VW,Golf,2.0,Petrol,2013,19223,22788
Ford,Mondeo,1.8,Hybrid,2002,116071,7755
Toyota,RAV4,1.8,Hybrid,2010,104333,17779
Porsche,718 Cayman,4.0,Petrol,2001,108524,12851
VW,Golf,1.4,Petrol,2014,80521,13926
VW,Passat,2.0,Diesel,2005,46634,14917
Ford,Fiesta,1.2,Petrol,2010,104821,6812
Toyota,Prius,1.8,Hybrid,2000,97348,8173
VW,Polo,1.4,Petrol,2007,116361,5669
VW,Polo,1.6,Petrol,1998,191749,1790
Toyota,Prius,1.4,Hybrid,2022,3610,55955
BMW,M5,4.4,Petrol,2016,56663,78321
Porsche,Cayenne,3.0,Diesel,2019,18481,82584
VW,Polo,1.0,Petrol,1996,279425,557
BMW,M5,4.4,Petrol,2007,72350,38781
Toyota,Yaris,1.2,Hybrid,2008,77973,10033
Ford,Fiesta,1.0,Petrol,2006,73216,5959
Toyota,RAV4,2.2,Hybrid,2020,21355,65663
BMW,M5,5.0,Petrol,2004,187978,13721
BMW,X3,2.4,Diesel,1999,129578,6758
Ford,Fiesta,1.0,Petrol,2000,244914,977
Ford,Mondeo,2.0,Hybrid,1996,154486,4039
VW,Passat,1.6,Diesel,1998,265356,1427
BMW,Z4,2.0,Petrol,2012,41761,24603
Ford,Fiesta,1.4,Petrol,2006,132179,4571
Toyota,Yaris,1.2,Petrol,1993,156322,1694
Ford,Fiesta,1.4,Petrol,2009,102975,6978
BMW,M5,4.4,Petrol,2010,68112,48729
Ford,Focus,1.4,Petrol,2009,102948,10121
BMW,Z4,3.0,Petrol,2005,49561,18014
Toyota,Yaris,1.0,Petrol,2015,38545,15673
VW,Golf,2.0,Diesel,1995,83796,4813
Toyota,Prius,1.0,Hybrid,1999,94108,5834
VW,Passat,1.4,Diesel,2000,183418,3195
VW,Passat,1.4,Diesel,1996,166375,2829
Ford,Fiesta,1.4,Petrol,2017,51959,16860
BMW,Z4,2.4,Petrol,2012,74910,21788
VW,Polo,2.0,Petrol,2012,61348,13958
VW,Polo,1.4,Petrol,1989,295224,356
Ford,Focus,1.8,Petrol,2017,35228,30685
Ford,Fiesta,1.2,Hybrid,1988,205991,821
BMW,M5,4.4,Petrol,1993,267004,3023
BMW,X3,2.4,Petrol,1989,111104,3809
Ford,Mondeo,2.0,Diesel,1993,163907,2675
Ford,Fiesta,1.2,Petrol,1999,164820,2034
Ford,Mondeo,1.6,Diesel,2004,120745,7053
VW,Polo,2.0,Petrol,2012,43241,15638
VW,Polo,1.6,Petrol,1987,189589,876
Ford,Mondeo,1.8,Diesel,2002,87890,8347
Toyota,RAV4,2.0,Hybrid,1999,141271,6765
Ford,Focus,1.4,Diesel,1990,200638,1348
Toyota,RAV4,2.2,Petrol,2009,16333,27013
BMW,Z4,2.4,Petrol,2013,34099,30150
VW,Polo,2.0,Petrol,2014,53559,16763
Porsche,718 Cayman,2.0,Petrol,1995,217513,2460
Ford,Focus,1.0,Petrol,1995,155376,2230
VW,Passat,1.4,Diesel,1999,103824,5675
Ford,Focus,1.4,Petrol,2007,90411,9699
BMW,M5,4.4,Petrol,2005,122119,23663
VW,Passat,1.4,Diesel,1999,150324,3948
Ford,Fiesta,1.2,Petrol,1997,63290,3826
Toyota,RAV4,1.8,Petrol,2002,129607,7167
Ford,Mondeo,1.4,Petrol,2011,46825,16764
VW,Passat,2.0,Diesel,2011,57748,20754
Toyota,Prius,1.8,Hybrid,1994,197903,2426
Porsche,718 Cayman,4.0,Petrol,2001,145316,9645
BMW,X3,2.4,Diesel,1999,63796,10874
BMW,X3,2.0,Diesel,2016,58322,31945
Ford,Mondeo,1.8,Diesel,2000,123839,5595
Toyota,Yaris,1.4,Petrol,1993,102401,2792
VW,Golf,1.2,Diesel,2021,11527,32930
Ford,Mondeo,1.4,Diesel,2004,179576,4081
Toyota,RAV4,2.4,Hybrid,2011,51713,31465
BMW,M5,5.0,Petrol,2008,53521,49965
VW,Polo,1.6,Petrol,2010,103096,8177
VW,Polo,1.0,Petrol,2000,123169,2851
Porsche,911,2.6,Petrol,2005,69292,31503
VW,Polo,1.4,Petrol,1994,252458,742
Toyota,Prius,1.8,Hybrid,2017,40725,36998
Ford,Fiesta,1.2,Petrol,2018,28266,19229
Ford,Focus,1.6,Diesel,2010,48028,17635
Ford,Fiesta,1.4,Petrol,2013,52452,12874
Toyota,RAV4,2.0,Hybrid,2015,74296,32364
VW,Passat,1.8,Diesel,2020,20794,44727
Ford,Focus,1.8,Petrol,1991,171556,2002
VW,Golf,1.4,Petrol,1999,142645,3211
VW,Polo,1.2,Petrol,2012,71085,10139
VW,Passat,1.6,Diesel,2009,99061,12236
VW,Polo,1.4,Petrol,1991,192017,1048
Toyota,Prius,1.8,Hybrid,1999,63986,9629
VW,Passat,1.8,Petrol,2000,200251,2979
Ford,Fiesta,1.0,Diesel,2000,86460,3828
VW,Golf,2.0,Hybrid,2009,55022,16948
Toyota,RAV4,2.4,Hybrid,2003,188181,6532
Ford,Mondeo,2.0,Diesel,2004,186404,4599
Toyota,Yaris,1.2,Hybrid,2002,173927,3196
VW,Passat,2.0,Diesel,1997,169702,3515
Toyota,Yaris,1.0,Hybrid,2007,80692,8410
Ford,Fiesta,1.4,Petrol,1991,208521,883
Porsche,911,2.6,Petrol,1997,206934,6215
Porsche,911,2.6,Petrol,2006,131818,21325
Ford,Focus,1.0,Petrol,1989,239390,716
Ford,Focus,1.6,Petrol,2022,3884,47951
Ford,Mondeo,1.8,Diesel,2015,55530,24678
VW,Golf,2.0,Petrol,2010,72999,13420
Toyota,RAV4,2.2,Petrol,2009,111793,14493
VW,Passat,1.4,Diesel,1996,188869,2334
VW,Polo,2.0,Petrol,1987,254727,544
VW,Passat,1.6,Petrol,1996,148110,3351
Porsche,911,3.5,Petrol,2009,41829,56818
BMW,Z4,3.0,Petrol,2012,55757,27630
VW,Golf,1.8,Petrol,1995,160365,2412
Ford,Fiesta,1.2,Petrol,2017,41728,16623
Toyota,Prius,1.0,Hybrid,1998,79357,6055
Ford,Fiesta,1.2,Petrol,1989,93121,1829
BMW,X3,3.0,Diesel,2004,170143,7572
Porsche,718 Cayman,2.0,Petrol,1987,249817,1075
Toyota,Prius,1.4,Hybrid,1992,140292,3043
VW,Golf,2.0,Diesel,1992,230095,1188
VW,Golf,1.6,Diesel,2017,49786,23365
VW,Golf,1.4,Petrol,1995,245851,1001
Toyota,Yaris,1.4,Petrol,1994,223877,1088
Ford,Fiesta,1.4,Hybrid,1997,101170,3813
Ford,Focus,1.6,Petrol,1999,205081,2405
VW,Polo,1.4,Petrol,2020,19490,25582
Ford,Mondeo,2.0,Diesel,2006,210128,4266
VW,Golf,2.0,Petrol,1993,116628,3156
Toyota,RAV4,2.0,Hybrid,2000,114278,8931
Ford,Focus,2.0,Petrol,2010,94563,13745
VW,Polo,1.0,Petrol,2010,43007,9691
Ford,Mondeo,1.6,Diesel,1992,207701,1533
Ford,Mondeo,1.6,Diesel,2000,160781,3917
VW,Golf,1.2,Petrol,1997,110559,3341
Ford,Mondeo,1.6,Diesel,2004,184004,4200
Ford,Fiesta,1.0,Petrol,2007,124392,4389
VW,Golf,1.2,Diesel,2010,51581,12548
Porsche,911,3.0,Petrol,2017,40187,90557
Toyota,Yaris,1.0,Petrol,2018,34069,19656
Ford,Mondeo,2.0,Diesel,1993,308725,718
Ford,Fiesta,1.4,Petrol,1989,164799,1128
BMW,Z4,3.0,Petrol,1994,80490,7061
BMW,M5,4.0,Petrol,1996,125226,12088
Ford,Focus,2.0,Petrol,2002,102079,7634
VW,Passat,1.4,Diesel,2007,165383,5941
VW,Golf,1.4,Diesel,2002,110641,5286
Ford,Fiesta,1.0,Petrol,1996,187378,1254
Toyota,Yaris,1.0,Hybrid,1990,99454,2369
BMW,Z4,3.0,Petrol,2015,50979,34779
VW,Polo,1.6,Petrol,2007,93352,7186
VW,Passat,1.4,Petrol,2008,88702,10986
Toyota,RAV4,2.4,Hybrid,2007,64488,22204
VW,Polo,1.4,Petrol,2009,66824,9224
Toyota,Prius,1.4,Hybrid,2003,114270,7765
Ford,Mondeo,1.4,Diesel,1992,197589,1568
Ford,Mondeo,1.8,Diesel,2014,88310,18521
Toyota,RAV4,2.0,Hybrid,1998,196171,3985
VW,Polo,2.0,Petrol,2001,121625,4362
Ford,Fiesta,1.2,Petrol,1991,137633,1490
Toyota,RAV4,2.0,Hybrid,1996,193882,3558
Toyota,Prius,1.0,Hybrid,1999,75553,6643
Ford,Mondeo,1.4,Diesel,2013,89964,15103
Toyota,RAV4,2.2,Hybrid,1993,163780,3953
Ford,Fiesta,1.4,Petrol,2003,48134,6790
BMW,X3,2.0,Diesel,1993,166836,3053
VW,Passat,1.4,Diesel,2006,122515,7857
VW,Passat,1.4,Diesel,2008,89917,11437
VW,Passat,1.8,Petrol,2016,33499,30357
Ford,Fiesta,1.0,Petrol,2015,42099,13251
VW,Passat,2.0,Diesel,2001,128738,6410
Ford,Mondeo,2.0,Hybrid,2005,91012,12012
Ford,Fiesta,1.4,Petrol,1996,106137,2865
VW,Polo,2.0,Petrol,1994,148088,2217
Toyota,RAV4,1.8,Petrol,2013,46120,26862
Ford,Mondeo,1.6,Diesel,2004,90516,8826
Ford,Fiesta,1.4,Petrol,1999,113834,3303
Toyota,Yaris,1.2,Hybrid,2012,108037,10560
VW,Golf,1.4,Hybrid,1997,87793,5113
Ford,Fiesta,1.2,Petrol,1990,184479,944
BMW,X3,2.0,Diesel,2004,147569,7456
VW,Passat,1.6,Petrol,2014,35018,24826
VW,Polo,2.0,Petrol,1997,87736,4293
Toyota,Prius,1.4,Hybrid,1999,179111,3515
Ford,Mondeo,2.0,Hybrid,1996,144508,4382
Ford,Fiesta,1.0,Petrol,2006,105646,4734
Toyota,RAV4,1.8,Hybrid,2011,140678,14352
Toyota,RAV4,1.8,Hybrid,2004,110984,11340
Toyota,Prius,1.8,Hybrid,2018,13552,46140
Ford,Mondeo,1.8,Hybrid,2015,56008,28118
BMW,X3,2.4,Diesel,1998,134568,6078
Ford,Fiesta,1.4,Petrol,2011,80321,9374
Toyota,Prius,1.0,Hybrid,2008,118993,8835
Toyota,Prius,1.8,Hybrid,1999,104636,7249
